scientificName,acceptedName
Pennisetum setaceum,Cenchrus setaceus
Centaurea benedicta,Centaurea benedicta
Cnicus benedictus,Centaurea benedicta
Centaurea cineraria,Centaurea cineraria
Centaurea cyanus,Centaurea cyanus
Centaurea melitensis,Centaurea melitensis
Centaurea solstitialis,Centaurea solstitialis
Centranthus ruber,Centranthus ruber
Kentranthus ruber,Centranthus ruber
Centroceras clavulatum,Centroceras clavulatum
Centromadia fitchii,Centromadia fitchii
Hemizonia fitchii,Centromadia fitchii
Hemizonia pungens,Centromadia pungens
Centromadia pungens subsp. pungens,Centromadia pungens subsp. pungens
Ceramium codicola,Ceramium codicola
Ceramium eatonianum,Ceramium eatonianum
Ceramium pacificum,Ceramium pacificum
Cerastium arvense,Cerastium arvense
Cerastium glomeratum,Cerastium glomeratum
Ceratonia siliqua,Ceratonia siliqua
Cercocarpus alnifolius,Cercocarpus betulifolius var. blancheae
Cercocarpus betulifolius var. blancheae,Cercocarpus betulifolius var. blancheae
Cercocarpus betuloides subsp. blancheae,Cercocarpus betulifolius var. blancheae
Cercocarpus montanus var. blancheae,Cercocarpus betulioides var blancheae
Cercocarpus betuloides,Cercocarpus betuloides
Cercocarpus montanus var. glaber,Cercocarpus betuloides var. betulodies 
Cercocarpus betuloides var. betuloides,Cercocarpus betuloides var. betuloides
Cercocarpus betuloides var. blancheae,Cercocarpus betuloides var. blancheae
Cercocarpus betuloides var. multiflorus,Cercocarpus betuloides var. multiflorus
Cercocarpus ledifolius,Cercocarpus ledifolius
Cercocarpus montanus,Cercocarpus montanus
Cercocarpus betuloides var. traskiae,Cercocarpus traskiae
Cercocarpus traskiae,Cercocarpus traskiae
Chaenactis glabriuscula,Chaenactis glabriuscula
Chaenactis glabriuscula var. glabriuscula,Chaenactis glabriuscula var. glabriuscula
Chaenactis glabriuscula var. lanosa,Chaenactis glabriuscula var. lanosa
Chaenactis glabriuscula var. megacephala,Chaenactis glabriuscula var. megacephala
Chaetomorpha linum,Chaetomorpha linum
Chaetomorpha spiralis,Chaetomorpha spiralis
Chamaerops humilis,Chamaerops humilis
Chasmanthe floribunda,Chasmanthe floribunda
Chenopodium album,Chenopodium album
Chenopodium berlandieri,Chenopodium berlandieri
Chenopodium berlandieri var. sinuatum,Chenopodium berlandieri var. sinuatum
Chenopodium berlandieri var. zschackei,Chenopodium berlandieri var. zschackei
Chenopodium californicum,Chenopodium californicum
Chenopodium macrospermum,Chenopodium macrospermum
Chenopodium macrospermum var. farinosum,Chenopodium macrospermum
Chenopodium murale,Chenopodium murale
Chloris virgata,Chloris virgata
Chlorogalum pomeridianum,Chlorogalum pomeridianum
Chlorogalum pomeridianum var. pomeridianum,Chlorogalum pomeridianum var. pomeridianum
Chondria californica,Chondria californica
Chondria decipiens,Chondria decipiens
Chondria nidifica,Chondria nidifica
Chorizanthe leptotheca,Chorizanthe leptotheca
Chorizanthe staticoides,Chorizanthe staticoides
Chorizanthe wheeleri,Chorizanthe wheeleri
Chylismia claviformis,Chylismia claviformis
Camissonia claviformis subsp. claviformis,Chylismia claviformis subsp. claviformis 
Cichorium intybus,Cichorium intybus
Cirsium brevistylum,Cirsium brevistylum
Cirsium occidentale,Cirsium occidentale
Cirsium occidentale var. californicum,Cirsium occidentale var. californicum
Cirsium occidentale var. compactum,Cirsium occidentale var. compactum
Cirsium occidentale var. coulteri,Cirsium occidentale var. coulteri
Cirsium occidentale var. occidentale,Cirsium occidentale var. occidentale
Cirsium ochrocentrum,Cirsium ochrocentrum
Cirsium undulatum,Cirsium undulatum
Cirsium vulgare,Cirsium vulgare
Calandrinia maritima,Cistanthe maritima
Cistanthe maritima,Cistanthe maritima
Cistus incanus,Cistus incanus
Cladophora albida,Cladophora albida
Cladophora columbiana,Cladophora columbiana
Cladophora graminea,Cladophora graminea
Cladophoropsis fasciculatus,Cladophoropsis fasciculatus
Clarkia davyi,Clarkia davyi
Clarkia epilobioides,Clarkia epilobioides
Clarkia prostrata,Clarkia prostrata
Clarkia purpurea,Clarkia purpurea
Clarkia purpurea subsp. quadrivulnera,Clarkia purpurea subsp. quadrivulnera
Clarkia unguiculata,Clarkia unguiculata
Claytonia parviflora,Claytonia parviflora
Claytonia parviflora subsp. parviflora,Claytonia parviflora subsp. parviflora
Claytonia perfoliata,Claytonia perfoliata
Claytonia perfoliata subsp. mexicana,Claytonia perfoliata subsp. mexicana
Claytonia perfoliata subsp. perfoliata,Claytonia perfoliata subsp. perfoliata
Claytonia perfoliata var. perfoliata,Claytonia perfoliata subsp. perfoliata
Clematis lasiantha,Clematis lasiantha
Clematis ligusticifolia,Clematis ligusticifolia
Clematis ligusticifolia var. californica,Clematis ligusticifolia
Clematis pauciflora,Clematis pauciflora
Clinopodium chandleri,Clinopodium chandleri
Clinopodium douglasii,Clinopodium douglasii
Micromeria douglasii,Clinopodium douglasii
Satureja douglasii,Clinopodium douglasii
Clivia miniata,Clivia miniata
Codium cuneatum,Codium cuneatum
Codium fragile,Codium fragile
Codium hubbsii,Codium hubbsii
Codium setchellii,Codium setchellii
Codium simulans,Codium simulans
Codium tomentosum,Codium tomentosum
Colletia spinosissima,Colletia spinosissima
Collomia grandiflora,Collomia grandiflora
Arctostaphylos diversifolia,Comarostaphylis diversifolia
Comarostaphylis diversifolia,Comarostaphylis diversifolia
Comarostaphylis diversifolia subsp. diversifolia,Comarostaphylis diversifolia subsp. diversifolia
Comarostaphylis diversifolia subsp. planifolia,Comarostaphylis diversifolia subsp. planifolia
Comarostaphylis diversifolia var. planifolia,Comarostaphylis diversifolia subsp. planifolia
Conium maculatum,Conium maculatum
Constancea nevinii,Constancea nevinii
Eriophyllum nevinii,Constancea nevinii
Convolvulus arvensis,Convolvulus arvensis
Convolvulus simulans,Convolvulus simulans
Corallina officinalis,Corallina officinalis
Corallina vancouveriensis,Corallina vancouveriensis
Cordylanthus rigidus subsp. Setigerus,Cordylanthus rigidus subsp. Setigerus
Corethrogyne filaginifolia,Corethrogyne filaginifolia
Lessingia filaginifolia,Corethrogyne filaginifolia
Lessingia filaginifolia var. filaginifolia,Corethrogyne filaginifolia
Corethrogyne filaginifolia var. californica,Corethrogyne filaginifolia var. californica
Corethrogyne filaginifolia var. filaginifolia,Corethrogyne filaginifolia var. filaginifolia
Corethrogyne filaginifolia var. latifolia,Corethrogyne filaginifolia var. filaginifolia
Corethrogyne filaginifolia var. robusta,Corethrogyne filaginifolia var. filaginifolia
Corethrogyne filaginifolia var. virgata,Corethrogyne filaginifolia var. filaginifolia
Corethrogyne filaginifolia var. viscidula,Corethrogyne filaginifolia var. filaginifolia
Cornus glabrata,Cornus glabrata
Cornus occidentalis,Cornus sericea subsp. Occidentalis 
Cornus stolonifera,Cornus sericea subsp. Sericea
Securigera varia,Coronilla varia
Cortaderia jubata,Cortaderia jubata
Cortaderia selloana,Cortaderia selloana
Cotoneaster pannosus,Cotoneaster pannosus
Cotula australis,Cotula australis
Cotula coronopifolia,Cotula coronopifolia
Crassula aquatica,Crassula aquatica
Crassula connata,Crassula connata
Crassula connata var. connata,Crassula connata
Crassula connata var. erectoides,Crassula connata
Crassula connata var. eremica,Crassula connata
Crassula connata var. subsimplex,Crassula connata
Crassula erecta,Crassula connata
Tillaea erecta,Crassula connata
Crassula argentea,Crassula ovata 
Crassula falcata,Crassula perfoliata var. minor
Crassula solieri,Crassula solieri
Crassula tetragona,Crassula tetragona
Crassula tillaea,Crassula tillaea
Crepis setosa,Crepis setosa
Crossosoma bigelovii,Crossosoma bigelovii
Crossosoma californica,Crossosoma californicum
Crossosoma californicum,Crossosoma californicum
Croton californicus,Croton californicus
Croton californicus var. mohavensis,Croton californicus
Croton setiger,Croton setiger
Croton setigerus,Croton setiger
Eremocarpus setiger,Croton setiger
Eremocarpus setigerus,Croton setiger
Crypsis aculeata,Crypsis aculeata
Crypsis schoenoides,Crypsis schoenoides
Crypsis vaginiflora,Crypsis vaginiflora
Cryptantha clevelandii,Cryptantha clevelandii
Cryptantha clevelandii var. clevelandii,Cryptantha clevelandii var. clevelandii
Cryptantha clevelandii var. florosa,Cryptantha clevelandii var. florosa
Cryptantha hispidissima,Cryptantha clevelandii var. florosa
Cryptantha intermedia,Cryptantha intermedia
Cryptantha leiocarpa,Cryptantha leiocarpa
Cryptantha maritima,Cryptantha maritima
Cryptantha maritima var. maritima,Cryptantha maritima var. maritima
Cryptantha maritima var. pilosa,Cryptantha maritima var. pilosa
Cryptantha micromeres,Cryptantha micromeres
Cryptantha microstachys,Cryptantha microstachys
Cryptantha muricata,Cryptantha muricata
Cryptantha muricata var. jonesii,Cryptantha muricata var. jonesii
Cryptantha muricata var. muricata,Cryptantha muricata var. muricata
Cryptantha traskiae,Cryptantha traskiae
Cryptomitrium tenerum,Cryptomitrium tenerum
Cryptopleura crispa,Cryptopleura crispa
Cryptopleura lobulifera,Cryptopleura lobulifera
Cryptopleura ramosa,Cryptopleura ramosa
Cryptopleura violacea,Cryptopleura violacea
Cucurbita foetidissima,Cucurbita foetidissima
Cumagloia andersonii,Cumagloia andersonii
Curcuma longa,Curcuma longa
Cuscuta californica,Cuscuta californica
Cuscuta californica var. californica,Cuscuta californica var. californica
Cuscuta campestris,Cuscuta campestris
Cuscuta californica var. breviflora,Cuscuta occidentalis
Cuscuta occidentalis,Cuscuta occidentalis
Cuscuta salina,Cuscuta salina
Cuscuta salina var. salina,Cuscuta salina var. salina
Cuscuta ceanothi,Cuscuta subinclusa
Cuscuta subinclusa,Cuscuta subinclusa
Cylindropuntia prolifera,Cylindropuntia prolifera
Opuntia prolifera,Cylindropuntia prolifera
Cymbalaria muralis,Cymbalaria muralis
Cynara cardunculus,Cynara cardunculus
Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus
Cynara scolymus,Cynara cardunculus subsp. cardunculus
Cynara cardunculus subsp. flavescens,Cynara cardunculus subsp. flavescens
Cynodon dactylon,Cynodon dactylon
Cyperus eragrostis,Cyperus eragrostis
Cyperus esculentus,Cyperus esculentus
Cyperus esculentus var. leptostachyus,Cyperus esculentus var. leptostachyus
Cyperus alternifolius,Cyperus involucratus
Cyperus involucratus,Cyperus involucratus
Cyperus ochraceus,Cyperus ochraceus
Cyperus odoratus,Cyperus odoratus
Cyperus papyrus,Cyperus papyrus
Dactylis glomerata,Dactylis glomerata
Dactyloctenium aegyptium,Dactyloctenium aegyptium
Danthonia californica,Danthonia californica
Datura innoxia,Datura wrightii
Datura wrightii,Datura wrightii
Daucus carota,Daucus carota
Daucus pusillus,Daucus pusillus
Deinandra clementina,Deinandra clementina
Hemizonia clementina,Deinandra clementina
Deinandra fasciculata,Deinandra fasciculata
Hemizonia fasciculata,Deinandra fasciculata
Hemizonia ramosissima,Deinandra fasciculata
Deinandra increscens,Deinandra increscens
Hemizonia increscens,Deinandra increscens
Deinandra increscens subsp. increscens,Deinandra increscens subsp. increscens
Hemizonia increscens subsp. increscens,Deinandra increscens subsp. increscens
Deinandra paniculata,Deinandra paniculata
Delairea odorata,Delairea odorata
Senecio mikanioides,Delairea odorata
Delosperma litorale,Delosperma litorale
Delphinium parishii,Delphinium parishii
Delphinium parryi,Delphinium parryi
Delphinium parryi subsp. maritimum,Delphinium parryi subsp. maritimum
Delphinium parryi subsp. parryi,Delphinium parryi subsp. parryi
Delphinium variegatum,Delphinium variegatum
Delphinium kinkiense,Delphinium variegatum subsp. kinkiense
Delphinium variegatum subsp. kinkiense,Delphinium variegatum subsp. kinkiense
Delphinium variegatum subsp. thornei,Delphinium variegatum subsp. thornei
Dendromecon harfordii,Dendromecon harfordii
Dendromecon rigida subsp. harfordii,Dendromecon harfordii
Dendromecon rigida subsp. rhamnoides,Dendromecon harfordii
Dendromecon rigida,Dendromecon rigida
Dendromecon rigida subsp. rigida,Dendromecon rigida
Derbesia marina,Derbesia marina
Deschampsia atropurpurea,Deschampsia atropurpurea
Vahlodea atropurpurea,Deschampsia atropurpurea
Deschampsia danthonioides,Deschampsia danthonioides
Descurainia pinnata,Descurainia pinnata
Descurainia pinnata subsp. brachycarpa,Descurainia pinnata subsp. brachycarpa
Descurainia pinnata subsp. halictorum,Descurainia pinnata subsp. halictorum
Descurainia pinnata subsp. menziesii,Descurainia pinnata subsp. menziesii
Catapodium rigidum,Desmazeria rigida
Desmazeria rigida,Desmazeria rigida
Dichondra micrantha,Dichondra micrantha
Dichondra occidentalis,Dichondra occidentalis
Digitalis purpurea,Digitalis purpurea
Osteospermum fruticosum,Dimorphotheca fruticosa 
Diplacus aurantiacus,Diplacus aurantiacus
Diplacus latifolius,Diplacus aurantiacus
Diplacus longiflorus,Diplacus longiflorus
Diplacus parviflorus,Diplacus parviflorus
Diplacus puniceus,Diplacus puniceus
Diplacus australis,Diplacus X australis
Brodiaea pulchella,Dipterostemon capitatus
Dichelostemma capitatum,Dipterostemon capitatus
Dichelostemma pulchellum,Dipterostemon capitatus
Brodiaea capitata,Dipterostemon capitatus 
Dichelostemma capitatum subsp. capitatum,Dipterostemon capitatus subsp. capitatus
Dichelostemma capitatum subsp. pauciflorum,Dipterostemon capitatus subsp. Pauciflorum
Stenochloa californica,Dissanthelium californicum
Distichlis littoralis,Distichlis littoralis
Monanthochloe littoralis,Distichlis littoralis
Distichlis spicata,Distichlis spicata
Distichlis spicata subsp. stricta,Distichlis spicata
Distichlis spicata var. stolonifera,Distichlis spicata
Distichlis spicata subsp. spicata,Distichlis spicata subsp. spicata
Distichlis spicata var. spicata,Distichlis spicata var. spicata
Dithyrea maritima,Dithyrea maritima
Draba cuneifolia,Draba cuneifolia
Draba cuneifolia var. cuneifolia,Draba cuneifolia var. cuneifolia
Draba cuneifolia var. integrifolia,Draba cuneifolia var. integrifolia
Dracaena draco,Dracaena draco
Drosanthemum floribundum,Drosanthemum floribundum
Drymocallis glandulosa,Drymocallis glandulosa
Drymocallis glandulosa var. wrangelliana,Drymocallis glandulosa var. wrangelliana
Dudleya anomala,Dudleya anomala
Dudleya blochmaniae,Dudleya blochmaniae
Dudleya blochmaniae subsp. blochmaniae,Dudleya blochmaniae subsp. blochmaniae
Dudleya blochmaniae subsp. insularis,Dudleya blochmaniae subsp. insularis
Dudleya caespitosa,Dudleya caespitosa
Dudleya candelabrum,Dudleya candelabrum
Dudleya cespitosa,Dudleya cespitosa
Dudleya edulis,Dudleya edulis
Dudleya gnoma,Dudleya gnoma
Dudleya greenei,Dudleya greenei
Dudleya lanceolata,Dudleya lanceolata
Dudleya nesiotica,Dudleya nesiotica
Dudleya traskiae,Dudleya traskiae
Dudleya virens,Dudleya virens
Dudleya hassei,Dudleya virens subsp. hassei
Dudleya virens subsp. hassei,Dudleya virens subsp. hassei
Dudleya virens subsp. insularis,Dudleya virens subsp. insularis
Dudleya virens subsp. virens,Dudleya virens subsp. virens
Chenopodium ambrosioides,Dysphania ambrosioides
Chenopodium ambrosioides var. ambrosioides,Dysphania ambrosioides
Dysphania ambrosioides,Dysphania ambrosioides
Chenopodium multifidum,Dysphania multifida
Dysphania multifida,Dysphania multifida
Dysphania pumilio,Dysphania pumilio
Echinochloa crus-galli,Echinochloa crus-galli
Trichocereus candicans,Echinopsis candicans
Trichocereus schickendantzii,Echinopsis schickendantzii
Echium candicans,Echium candicans
Ehrharta calycina,Ehrharta calycina
Ehrharta erecta,Ehrharta erecta
Eichhornia crassipes,Eichhornia crassipes
Elatine californica,Elatine californica
Eleocharis erythropoda,Eleocharis erythropoda
Eleocharis macrostachya,Eleocharis macrostachya
Eleocharis palustris,Eleocharis palustris
Elymus glaucus,Elymus glaucus
Elymus glaucus subsp. glaucus,Elymus glaucus subsp. glaucus
Elymus multisetus,Elymus multisetus
Elymus repens,Elymus repens
Elymus trachycaulus,Elymus trachycaulus
Elymus triticoides,Elymus triticoides
Elymus triticoides subsp. triticoides,Elymus triticoides
Elymus triticoides subsp. multiflorus,Elymus x gouldii
Leymus x multiflorus,Elymus x gouldii
Emmenanthe penduliflora,Emmenanthe penduliflora
Emmenanthe penduliflora var. penduliflora,Emmenanthe penduliflora var. penduliflora
Encelia californica,Encelia californica
Endocladia muricata,Endocladia muricata
Ulva intestinalis,Enteromorpha intestinalis
Epilobium brachycarpum,Epilobium brachycarpum
Epilobium canum,Epilobium canum
Epilobium canum subsp. angustifolium,Epilobium canum subsp. angustifolium
Epilobium canum subsp. canum,Epilobium canum subsp. canum
Epilobium canum subsp. mexicanum,Epilobium canum subsp. canum
Zauschneria californica subsp. mexicana,Epilobium canum subsp. canum
Zauschneria cana,Epilobium canum subsp. canum
Epilobium canum subsp. garrettii,Epilobium canum subsp. garrettii
Epilobium canum subsp. latifolium,Epilobium canum subsp. garrettii
Epilobium ciliatum,Epilobium ciliatum
Epilobium adenocaulon,Epilobium ciliatum subsp. ciliatum
Epilobium californicum,Epilobium ciliatum subsp. ciliatum
Epilobium ciliatum subsp. ciliatum,Epilobium ciliatum subsp. ciliatum
Epipactis gigantea,Epipactis gigantea
Epipterygium tozeri,Epipterygium tozeri
Equisetum arvense,Equisetum arvense
Equisetum hyemale,Equisetum hyemale
Equisetum hyemale subsp. affine,Equisetum hyemale subsp. affine
Equisetum hyemale var. affine,Equisetum hyemale subsp. affine
Equisetum hyemale var. californicum,Equisetum hyemale subsp. affine
Equisetum funstonii,Equisetum laevigatum
Equisetum laevigatum,Equisetum laevigatum
Equisetum telmateia,Equisetum telmateia
Equisetum maximum,Equisetum telmateia subsp. braunii
Equisetum telmateia subsp. braunii,Equisetum telmateia subsp. braunii
Equisetum telmateia var. braunii,Equisetum telmateia subsp. braunii
Equisetum telmateia subsp. telmateia,Equisetum telmateia subsp. telmateia
Eremalche exilis,Eremalche exilis
Arenaria congesta,Eremogone congesta
Eriastrum filifolium,Eriastrum filifolium
Ericameria ericoides,Ericameria ericoides
Ericameria nauseosa var. hololeuca,Ericameria nauseosa var. hololeuca
Ericameria palmeri,Ericameria palmeri
Ericameria palmeri var. pachylepis,Ericameria palmeri var. pachylepis
Ericameria parishii var. parishii,Ericameria parishii var. parishii
Conyza bonariensis,Erigeron bonariensis
Erigeron bonariensis,Erigeron bonariensis
Conyza canadensis,Erigeron canadensis
Erigeron canadensis,Erigeron canadensis
Erigeron concinnus var. concinnus,Erigeron concinnus var. concinnus
Erigeron foliosus,Erigeron foliosus
Erigeron foliosus var. foliosus,Erigeron foliosus var. foliosus
Erigeron foliosus var. stenophyllus,Erigeron foliosus var. foliosus
Erigeron glaucus,Erigeron glaucus
Erigeron sanctarum,Erigeron sanctarum
Conyza floribunda,Erigeron sumatrensis 
Turricula parryi,Eriodictyon parryi
Eriodictyon traskiae,Eriodictyon traskiae
Eriodictyon traskiae var. traskiae,Eriodictyon traskiae var. traskiae
Eriodictyon trichocalyx var. trichocalyx,Eriodictyon trichocalyx var. trichocalyx
Eriogonum angulosum,Eriogonum angulosum
Eriogonum arborescens,Eriogonum arborescens
Eriogonum cinereum,Eriogonum cinereum
Eriogonum fasciculatum,Eriogonum fasciculatum
Eriogonum fasciculatum var. fasciculatum,Eriogonum fasciculatum subsp. fasciculatum
Eriogonum fasciculatum subsp. foliolosum,Eriogonum fasciculatum var. foliolosum
Eriogonum fasciculatum var. foliolosum,Eriogonum fasciculatum var. foliolosum
Eriogonum fasciculatum subsp. polifolium,Eriogonum fasciculatum var. polifolium
Eriogonum fasciculatum var. polifolium,Eriogonum fasciculatum var. polifolium
Eriogonum giganteum,Eriogonum giganteum
Eriogonum giganteum subsp. compactum,Eriogonum giganteum var. compactum
Eriogonum giganteum var. compactum,Eriogonum giganteum var. compactum
Eriogonum giganteum subsp. formosum,Eriogonum giganteum var. formosum
Eriogonum giganteum var. formosum,Eriogonum giganteum var. formosum
Eriogonum giganteum var. giganteum,Eriogonum giganteum var. giganteum
Eriogonum gracillimum,Eriogonum gracillimum
Eriogonum grande,Eriogonum grande
Eriogonum grande var. grande,Eriogonum grande var. grande
Eriogonum grande subsp. rubescens,Eriogonum grande var. rubescens
Eriogonum grande var. dunklei,Eriogonum grande var. rubescens
Eriogonum grande var. rubescens,Eriogonum grande var. rubescens
Eriogonum grande subsp. timorum,Eriogonum grande var. timorum
Eriogonum grande var. timorum,Eriogonum grande var. timorum
Eriogonum latifolium,Eriogonum latifolium
Eriogonum X blissianum,Eriogonum X blissianum
Eriophyllum confertiflorum,Eriophyllum confertiflorum
Eriophyllum confertiflorum var. confertiflorum,Eriophyllum confertiflorum var. confertiflorum
Eriophyllum latilobum,Eriophyllum latilobum
Eriophyllum staechadifolium,Eriophyllum staechadifolium
Eriophyllum staechadifolium var. artemisiifolium,Eriophyllum staechadifolium
Eriophyllum staechadifolium var. depressum,Eriophyllum staechadifolium
Eriophyllum stoechadifolium,Eriophyllum staechadifolium
Erodium botrys,Erodium botrys
Erodium brachycarpum,Erodium brachycarpum
Erodium obtusiplicatum,Erodium brachycarpum
Erodium cicutarium,Erodium cicutarium
Erodium moschatum,Erodium moschatum
Erodium texanum,Erodium texanum
Erysimum ammophilum,Erysimum ammophilum
Erysimum capitatum,Erysimum capitatum
Erysimum cheiri,Erysimum cheiri
Erysimum insulare,Erysimum insulare
Erysimum insulare subsp. insulare,Erysimum insulare 
Erysimum suffrutescens,Erysimum suffrutescens
Erythrocystis saccata,Erythrocystis saccata
Eschscholzia caespitosa,Eschscholzia caespitosa
Eschscholzia californica,Eschscholzia californica
Eschscholtzia californica,Eschscholzia californica
Eschscholzia californica subsp. californica,Eschscholzia californica subsp. californica
Eschscholzia californica var. peninsularis,Eschscholzia californica subsp. Californica
Eschscholzia californica var. maritima,Eschscholzia californica subsp. maritima
Eschscholzia elegans,Eschscholzia ramosa
Eschscholzia ramosa,Eschscholzia ramosa
Coryphantha strobiliformis var. durispina,Escobaria sneedi
Eucalyptus amplifolia,Eucalyptus amplifolia
Eucalyptus camaldulensis,Eucalyptus camaldulensis
Eucalyptus camaldulensis var. obtusa,Eucalyptus camaldulensis
Eucalyptus cladocalyx,Eucalyptus cladocalyx
Eucalyptus globulus,Eucalyptus globulus
Eucalyptus globulus subsp. globulus,Eucalyptus globulus subsp. globulus
Eucalyptus polyanthemos,Eucalyptus polyanthemos
Eucalyptus rudis,Eucalyptus rudis
Eucalyptus sideroxylon,Eucalyptus sideroxylon
Eucalyptus tereticornis,Eucalyptus tereticornis
Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia
Eucrypta chrysanthemifolia var. bipinnatifida,Eucrypta chrysanthemifolia var. bipinnatifida
Eucrypta chrysanthemifolia var. chrysanthemifolia,Eucrypta chrysanthemifolia var. chrysanthemifolia
Camissonia californica,Eulobus californicus
Eulobus californicus,Eulobus californicus
Chamaesyce abramsiana,Euphorbia abramsiana
Euphorbia abramsiana,Euphorbia abramsiana
Euphorbia canariensis,Euphorbia canariensis
Euphorbia caput-medusae,Euphorbia caput-medusae
Euphorbia crenulata,Euphorbia crenulata
Euphorbia dentosa,Euphorbia dentosa
Euphorbia grandicornis,Euphorbia grandicornis
Euphorbia lathyris,Euphorbia lathyris
Euphorbia maculata,Euphorbia maculata
Euphorbia mammillaris,Euphorbia mammillaris
Euphorbia misella,Euphorbia misella
Euphorbia misera,Euphorbia misera
Euphorbia peplus,Euphorbia peplus
Euphorbia pulcherrima,Euphorbia pulcherrima
Euphorbia regis-jubae,Euphorbia regis-jubae
Chamaesyce serpens,Euphorbia serpens
Chamaesyce serpyllifolia,Euphorbia serpens
Euphorbia serpens,Euphorbia serpens
Euphorbia serpyllifolia,Euphorbia serpens
Euphorbia serrata,Euphorbia serrata
Euphorbia spathulata,Euphorbia spathulata
Euphorbia terracina,Euphorbia terracina
Euphorbia trigona,Euphorbia trigona
Euphorbia graminea,Euphorbia virgata
Aster radulinus,Eurybia radulina
Eurybia radulina,Eurybia radulina
Euthamia occidentalis,Euthamia occidentalis
Atriplex californica,Extriplex californica
Extriplex californica,Extriplex californica
Ferocactus diguetii,Ferocactus diguetii
Ferocactus robustus,Ferocactus robustus
Festuca arundinacea,Festuca arundinacea
Schedonorus arundinaceus,Festuca arundinacea
Schedonorus pratensis,Festuca arundinacea
Festuca bromoides,Festuca bromoides
Festuca dertonensis,Festuca bromoides
Vulpia bromoides,Festuca bromoides
Vulpia dertonensis,Festuca bromoides
Festuca californica subsp. parishii,Festuca californica subsp. parishii
Festuca microstachys,Festuca microstachys
Vulpia microstachys,Festuca microstachys
Vulpia microstachys var. ciliata,Festuca microstachys
Vulpia microstachys var. microstachys,Festuca microstachys
Vulpia microstachys var. pauciflora,Festuca microstachys
Festuca megalura,Festuca myuros
Festuca myuros,Festuca myuros
Festuca myuros var. hirsuta,Festuca myuros
Vulpia myuros,Festuca myuros
Vulpia myuros f. hirsuta,Festuca myuros
Vulpia myuros f. megalura,Festuca myuros
Vulpia myuros var. hirsuta,Festuca myuros
Vulpia myuros var. megalura,Festuca myuros
Vulpia myuros var. myuros,Festuca myuros
Festuca octoflora,Festuca octoflora
Festuca octoflora var. hirtella,Festuca octoflora
Festuca octoflora var. octoflora,Festuca octoflora
Vulpia octoflora,Festuca octoflora
Vulpia octoflora var. hirtella,Festuca octoflora
Vulpia octoflora var. octoflora,Festuca octoflora
Lolium multiflorum,Festuca perennis
Lolium perenne,Festuca perennis
Lolium perenne subsp. multiflorum,Festuca perennis
Lolium perenne subsp. perenne,Festuca perennis
Lolium rigidum,Festuca rigida
Lolium temulentum,Festuca temulenta
Ficus carica,Ficus carica
Ficus macrophylla,Ficus macrophylla
Foeniculum vulgare,Foeniculum vulgare
Frangula californica subsp. californica,Frangula californica subsp. californica
Rhamnus californica subsp. californica,Frangula californica subsp. californica
Frangula californica subsp. tomentella,Frangula californica subsp. tomentella
Rhamnus tomentella subsp. tomentella,Frangula californica subsp. Tomentella
Frankenia grandifolia,Frankenia salina
Frankenia salina,Frankenia salina
Fraxinus dipetala,Fraxinus dipetala
Fraxinus uhdei,Fraxinus uhdei
Frullania catalinae,Frullania catalinae
Funastrum hartwegii,Funastrum hartwegii
Gaillardia pulchella,Gaillardia pulchella
Galium angustifolium,Galium angustifolium
Galium angustifolium subsp. angustifolium,Galium angustifolium subsp. angustifolium
Galium angustifolium subsp. foliosum,Galium angustifolium subsp. foliosum
Galium angustifolium var. foliosum,Galium angustifolium subsp. foliosum
Galium angustifolium subsp. onycense,Galium angustifolium subsp. onycense
Galium aparine,Galium aparine
Galium aparine var. echinospermum,Galium aparine
Galium aparine var. vaillantii,Galium aparine
Galium buxifolium,Galium buxifolium
Galium californicum,Galium californicum
Galium californicum subsp. flaccidum,Galium californicum subsp. flaccidum
Galium californicum subsp. miguelense,Galium californicum subsp. miguelense
Galium catalinense,Galium catalinense
Galium catalinense subsp. acrispum,Galium catalinense subsp. acrispum
Galium catalinense subsp. catalinense,Galium catalinense subsp. catalinense
Galium murale,Galium murale
Galium nuttallii,Galium nuttallii
Galium nuttallii subsp. insulare,Galium nuttallii subsp. insulare
Galium parisiense,Galium parisiense
Galium porrigens,Galium porrigens
Galium porrigens var. porrigens,Galium porrigens var. porrigens
Galvezia speciosa,Gambelia speciosa
Gambelia speciosa,Gambelia speciosa
Gamochaeta coarctata,Gamochaeta coarctata
Gamochaeta pensylvanica,Gamochaeta pensylvanica
Gamochaeta purpurea,Gamochaeta purpurea
Gnaphalium purpureum,Gamochaeta purpurea
Gamochaeta ustulata,Gamochaeta ustulata
Garrya elliptica,Garrya elliptica
Garrya veatchii,Garrya veatchii
Gastridium phleoides,Gastridium phleoides
Gastridium ventricosum,Gastridium phleoides
Gastroclonium compressum,Gastroclonium compressum
Gastroclonium coulteri,Gastroclonium coulteri
Gayophytum diffusum subsp. parviflorum,Gayophytum diffusum subsp. parviflorum
Gazania linearis,Gazania linearis
Gazania rigens,Gazania rigens
Gelidium coulteri,Gelidium coulteri
Gelidium nudifrons,Gelidium nudifrons
Gelidium purpurascens,Gelidium purpurascens
