id,month,year,island,class,acceptedGenus,acceptedName,latitude,longitude,locality,source,type,Lat_alb,Lon_alb,Id,ISL_NAME,geometry
1039461719,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039461715,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039461356,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039460585,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039460508,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039460457,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0397,-120.3744,Lester Ranch House,Cal-IBIS,Collection,-441694.9973758999,-34571.38373905218,0,San Miguel,"c(-34571.3837390522, -441694.9973759)"
1039459436,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0397,-120.3744,Lester Ranch House,Cal-IBIS,Collection,-441694.9973758999,-34571.38373905218,0,San Miguel,"c(-34571.3837390522, -441694.9973759)"
1039459013,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039458577,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039458510,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0397,-120.3744,Lester Ranch House,Cal-IBIS,Collection,-441694.9973758999,-34571.38373905218,0,San Miguel,"c(-34571.3837390522, -441694.9973759)"
1039458476,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
1039458341,7,1968,San Miguel,Amphibia,Batrachoseps,Batrachoseps pacificus,34.0508,-120.3519,Cuylers Harbor,Cal-IBIS,Collection,-440471.66390394187,-32489.216194244094,NA,NA,"c(-32489.2161942441, -440471.663903942)"
