scientificName,acceptedName
Lotus dendroideus var. traskiae,Acmispon dendroideus var. traskiae
Acmispon micranthus,Acmispon micranthus
Logfia gallica,Logfia gallica
Rumex salicifolius var. salicifolius,Rumex salicifolius
Leptosiphon pygmaeus subsp. pygmaeus,Leptosiphon pygmaeus subsp. pygmaeus
Cirsium occidentale var. coulteri,Cirsium occidentale var. coulteri
Lupinus moranii,Lupinus guadalupensis
Eriogonum giganteum var. formosum,Eriogonum giganteum var. formosum
Acmispon dendroideus var. traskiae,Acmispon dendroideus var. traskiae
Rhamnus pirifolia,Rhamnus pirifolia
Camissonia guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina
Anagallis arvensis,Lysimachia arvensis 
Phalaris lemmonii,Phalaris lemmonii
Herniaria hirsuta var. cinerea,Herniaria hirsuta var. cinerea
Malacothrix foliosa subsp. foliosa,Malacothrix foliosa subsp. foliosa
Agrostis pallens,Agrostis pallens
Logfia arizonica,Logfia arizonica
Arthrocnemum subterminale,Arthrocnemum subterminale
Sambucus nigra subsp. caerulea,Sambucus nigra subsp. caerulea
Dudleya lanceolata,Dudleya lanceolata
Filago arizonica,Logfia arizonica
Stephanomeria virgata subsp. virgata,Stephanomeria virgata subsp. virgata
Juncus bufonius var. bufonius,Juncus bufonius var. bufonius
Lyonothamnus floribundus var. aspleniifolius,Lyonothamnus floribundus subsp. aspleniifolius
Lotus argophyllus var. argenteus,Acmispon argophyllus var. argenteus
Navarretia hamata subsp. leptantha,Navarretia hamata subsp. leptantha
Galium catalinense subsp. acrispum,Galium catalinense subsp. acrispum
Emmenanthe penduliflora var. penduliflora,Emmenanthe penduliflora var. penduliflora
Chenopodium album,Chenopodium album
Lotus hamatus,Acmispon micranthus
Lavatera assurgentiflora subsp. glabra,Malva assurgentiflora
Sambucus mexicana,Sambucus nigra subsp. caerulea
Nama stenocarpum,Nama stenocarpa
Acmispon argophyllus var. argenteus,Acmispon argophyllus var. argenteus
Microseris douglasii subsp. platycarpha,Microseris douglasii subsp. platycarpha
Polygonum argyrocoleon,Polygonum argyrocoleon
Convolvulus simulans,Convolvulus simulans
Trifolium tridentatum var. aciculare,Trifolium willdenovii
Marah macrocarpa var. major,Marah macrocarpa
Cryptantha traskiae,Cryptantha traskiae
Cirsium occidentale var. occidentale,Cirsium occidentale var. occidentale
Peritoma arborea,Peritoma arborea
Camissoniopsis guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina
Acmispon argophyllus var. adsurgens,Acmispon argophyllus var. adsurgens
Lepidium lasiocarpum var. lasiocarpum,Lepidium lasiocarpum var. lasiocarpum
Laennecia coulteri,Laennecia coulteri
Schismus barbatus,Schismus barbatus
Dudleya edulis,Dudleya edulis
Deschampsia danthonioides,Deschampsia danthonioides
Carex tumulicola,Carex tumulicola
Gnaphalium luteoalbum,Pseudognaphalium luteoalbum
Lepidium virginicum var. pubescens,Lepidium virginicum var. menziesii
Eriogonum giganteum var. giganteum,Eriogonum giganteum var. giganteum
Hypochaeris radicata,Hypochaeris radicata
Saltugilia australis,Gilia australis 
Hainardia cylindrica,Hainardia cylindrica
Bromus carinatus var. carinatus,Bromus carinatus var. carinatus
Cenchrus echinatus,Cenchrus echinatus
Calystegia macrostegia subsp. amplissima,Calystegia macrostegia subsp. amplissima
Conyza coulteri,Laennecia coulteri
Adenostoma fasciculatum,Adenostoma fasciculatum
Dactylis glomerata,Dactylis glomerata
Lonicera hispidula,Lonicera hispidula
Heteromeles arbutifolia var. macrocarpa,Heteromeles arbutifolia
Allium,
Eremocarpus setiger,Croton setiger
Grindelia camporum,Grindelia hirsutula
Dysphania multifida,Dysphania multifida
Bromus catharticus,Bromus catharticus
Atriplex argentea var. expansa,Atriplex argentea var. expansa
Stephanomeria diegensis,Stephanomeria diegensis
Delphinium variegatum subsp. thornei,Delphinium variegatum subsp. thornei
Vulpia myuros var. hirsuta,Festuca myuros
Oxalis corniculata,Oxalis corniculata
Verbena lasiostachys var. lasiostachys,Verbena lasiostachys var. lasiostachys
Lathyrus odoratus,Lathyrus odoratus
Typha latifolia,Typha latifolia
Euphorbia maculata,Euphorbia maculata
Schismus arabicus,Schismus arabicus
Salsola australis,Salsola australis
Delphinium variegatum subsp. kinkiense,Delphinium variegatum subsp. kinkiense
Rumex conglomeratus,Rumex conglomeratus
Acmispon argophyllus,Acmispon argophyllus
Lotus strigosus,Acmispon strigosus
Ribes malvaceum var. clementinum,Ribes malvaceum var. clementinum
Gastridium ventricosum,Gastridium phleoides
Stellaria nitens,Stellaria nitens
Leptosiphon parviflorus,Leptosiphon parviflorus
Brachypodium distachyon,Brachypodium distachyon
Linanthus pygmaeus subsp. pygmaeus,Leptosiphon pygmaeus subsp. pygmaeus
Mentzelia affinis,Mentzelia affinis
Avena sativa,Avena sativa
Festuca arundinacea,Festuca arundinacea
Hesperocnide tenella,Hesperocnide tenella
Athysanus pusillus,Athysanus pusillus
Schinus molle,Schinus molle
Suaeda,
Marah fabacea,Marah fabacea
Lotus scoparius subsp. traskiae,Acmispon dendroideus var. traskiae
Eriastrum filifolium,Eriastrum filifolium
Opuntia occidentalis,Opuntia X occidentalis
Polycarpon tetraphyllum subsp. tetraphyllum,Polycarpon tetraphyllum
Camissonia robusta,Camissoniopsis robusta
Vicia exigua,Vicia ludoviciana var. ludoviciana 
Camissonia,
Bromus sitchensis var. marginatus,Bromus sitchensis var. marginatus
Eriophyllum latilobum,Eriophyllum latilobum
Phacelia cicutaria,Phacelia cicutaria
Cuscuta occidentalis,Cuscuta occidentalis
Navarretia hamata subsp. hamata,Navarretia hamata subsp. hamata
Potamogeton,
Ceanothus megacarpus subsp. megacarpus,Ceanothus megacarpus var. megacarpus
Eschscholzia californica,Eschscholzia californica
Monolepis nuttalliana,Monolepis nuttalliana
Brassica geniculata,Hirschfeldia incana
Bromus catharticus var. catharticus,Bromus catharticus var. catharticus
Psilocarphus brevissimus,Psilocarphus brevissimus
Crossosoma californica,Crossosoma californicum
Stylocline gnaphalioides,Stylocline gnaphaloides
Malva sylvestris,Malva sylvestris
Lithophragma maximum,Lithophragma maximum
Dendromecon rigida,Dendromecon rigida
Hordeum marinum subsp. gussoneanum,Hordeum marinum subsp. gussoneanum
Centaurium davyi,Zeltnera davyi
Anemopsis californica,Anemopsis californica
Chloris virgata,Chloris virgata
Lotus argophyllus,Acmispon argophyllus
Chenopodium macrospermum,Chenopodium macrospermum
Phalaris caroliniana,Phalaris caroliniana
Artemisia douglasiana,Artemisia douglasiana
Gayophytum diffusum subsp. parviflorum,Gayophytum diffusum subsp. parviflorum
Apium graveolens,Apium graveolens
Stellaria pallida,Stellaria pallida
Stephanomeria blairii,Munzothamnus blairii
Camissonia cheiranthifolia subsp. cheiranthifolia,Camissoniopsis cheiranthifolia subsp. cheiranthifolia
Plantago elongata,Plantago elongata
Lotus argophyllus var. adsurgens,Acmispon argophyllus var. adsurgens
Camissoniopsis lewisii,Camissoniopsis lewisii
Datura innoxia,Datura wrightii
Dissanthelium californicum,Poa thomasii
Madia sativa,Madia sativa
Croton setigerus,Croton setiger
Isomeris arborea,Peritoma arborea
Camissoniopsis robusta,Camissoniopsis robusta
Marah fabaceus,Marah fabacea
Atriplex argentea var. mohavensis,Atriplex argentea var. expansa
Datura wrightii,Datura wrightii
Nicotiana glauca,Nicotiana glauca
Euphorbia serpens,Euphorbia serpens
Phyla nodiflora,Phyla nodiflora
Nama stenocarpa,Nama stenocarpa
Achillea millefolium var. californica,Achillea millefolium
Orobanche fasciculata,Aphyllon fasciculatum
Abronia umbellata var. umbellata,Abronia umbellata var. umbellata
Hordeum marinum,Hordeum marinum
Stephanomeria virgata,Stephanomeria virgata
Amaranthus,
Echinochloa crus-galli,Echinochloa crus-galli
Erodium brachycarpum,Erodium brachycarpum
Chamaesyce serpens,Euphorbia serpens
Agrostis,
Prunus ilicifolia subsp. ilicifolia,Prunus ilicifolia subsp. ilicifolia
Hordeum depressum,Hordeum depressum
Leptosiphon pygmaeus,Leptosiphon pygmaeus
Cyperus,
Schismus,
Dudleya virens subsp. virens,Dudleya virens subsp. virens
Ambrosia psilostachya,Ambrosia psilostachya
Opuntia prolifera,Cylindropuntia prolifera
Stylocline gnaphaloides,Stylocline gnaphaloides
Lobularia maritima,Lobularia maritima
Trifolium willdenowii,Trifolium willdenovii
Acmispon argophyllus var. argophyllus,Acmispon argophyllus var. argophyllus
Plagiobothrys,
Malacothrix saxatilis var. tenuifolia,Malacothrix saxatilis var. tenuifolia
Gnaphalium californicum,Pseudognaphalium californicum
Lastarriaea coriacea,Lastarriaea coriacea
Plantago,
Pseudognaphalium canescens,Pseudognaphalium canescens
Lasthenia,
Amaranthus blitoides,Amaranthus blitoides
Lolium multiflorum,Festuca perennis
Linaria,
Baccharis salicina,Baccharis salicina
Isoetes orcuttii,Isoetes orcuttii
Veronica peregrina subsp. xalapensis,Veronica peregrina subsp. xalapensis
Isocoma menziesii var. menziesii,Isocoma menziesii var. menziesii
Plagiobothrys californicus var. gracilis,Plagiobothrys collinus var. gracilis
Layia platyglossa subsp. campestris,Layia platyglossa
Cryptantha clevelandii var. clevelandii,Cryptantha clevelandii var. clevelandii
Bromus trinii,Bromus berteroanus
Sisymbrium,
Atriplex serenana var. davidsonii,Atriplex serenana var. davidsonii
Crassula,
Eremalche exilis,Eremalche exilis
Stephanomeria,
Adenostoma fasciculatum var. fasciculatum,Adenostoma fasciculatum var. fasciculatum
Callitriche marginata,Callitriche marginata
Xanthium strumarium,Xanthium strumarium
Vicia ludoviciana var. ludoviciana,Vicia ludoviciana subsp. ludoviciana
Eschscholzia californica subsp. californica,Eschscholzia californica subsp. californica
Eremocarpus setigerus,Croton setiger
Microseris douglasii subsp. douglasii,Microseris douglasii subsp. douglasii
Amsinckia,
Mirabilis laevis var. villosa,Mirabilis laevis var. villosa
Malva pacifica,Malva pacifica
Myoporum laetum,Myoporum laetum
Astragalus,
Eriogonum,
Abronia maritima subsp. maritima,Abronia maritima 
Euphorbia abramsiana,Euphorbia abramsiana
Vicia villosa,Vicia villosa
Symphyotrichum subulatum var. parviflorum,Symphyotrichum subulatum var. parviflorum
Triodanis biflora,Triodanis biflora
Crassula solieri,Crassula solieri
Marah macrocarpus var. major,Marah macrocarpa
Polycarpon depressum,Polycarpon depressum
Abronia umbellata subsp. breviflora,Abronia umbellata subsp. breviflora
Bromus hordeaceus subsp. molliformis,Bromus hordeaceus
Herniaria hirsuta subsp. cinerea,Herniaria hirsuta var. cinerea
Aloe,
Conyza canadensis,Erigeron canadensis
Persicaria lapathifolia,Persicaria lapathifolia
Opuntia,
Hesperevax sparsiflora,Hesperevax sparsiflora
Lathyrus vestitus var. alefeldii,Lathyrus vestitus var. alefeldii
Polypogon interruptus,Polypogon interruptus
Constancea,
Pelargonium X hortorum,Pelargonium x hortorum
Stipa cernua,Stipa cernua
Cleome isomeris,Peritoma arborea
Chrysanthemum,
Herniaria hirsuta var. hirsuta,Herniaria hirsuta var. hirsuta
Epilobium canum subsp. mexicanum,Epilobium canum subsp. canum
Thysanocarpus laciniatus var. laciniatus,Thysanocarpus laciniatus
Deschampsia atropurpurea,Deschampsia atropurpurea
Atriplex argentea subsp. expansa,Atriplex argentea var. expansa
Crassula connata var. eremica,Crassula connata
Trifolium truncatum,Trifolium amplectens var. truncatum
Cornus glabrata,Cornus glabrata
Convolvulus,
Psilocarphus tenellus var. tenellus,Psilocarphus tenellus
Lepidium lasiocarpum subsp. lasiocarpum,Lepidium lasiocarpum var. lasiocarpum
Camissoniopsis cheiranthifolia subsp. cheiranthifolia,Camissoniopsis cheiranthifolia subsp. cheiranthifolia
Eucrypta chrysanthemifolia var. chrysanthemifolia,Eucrypta chrysanthemifolia var. chrysanthemifolia
Conium maculatum,Conium maculatum
Hirschfeldia incana,Hirschfeldia incana
Potamogeton foliosus,Potamogeton foliosus
Beta vulgaris subsp. maritima,Beta vulgaris subsp. maritima
Symphyotrichum subulatum var. elongatum,Symphyotrichum subulatum var. elongatum
Crassula tillaea,Crassula tillaea
Peritoma arborea var. arborea,Peritoma arborea var. arborea
Pholistoma auritum var. auritum,Pholistoma auritum var. auritum
Cryptantha maritima var. maritima,Cryptantha maritima var. maritima
Pectocarya linearis var. ferocula,Pectocarya linearis subsp. ferocula
Cyperus esculentus var. leptostachyus,Cyperus esculentus var. leptostachyus
Stipa miliacea,Piptatherum miliaceum
Eleocharis palustris,Eleocharis palustris
Descurainia pinnata subsp. brachycarpa,Descurainia pinnata subsp. brachycarpa
Lycium andersonii,Lycium andersonii
Tropidocarpum gracile,Tropidocarpum gracile
Elymus glaucus,Elymus glaucus
Chenopodium berlandieri var. zschackei,Chenopodium berlandieri var. zschackei
Potamogeton pusillus,Potamogeton pusillus
Crypsis schoenoides,Crypsis schoenoides
Piperia cooperi,Piperia cooperi
Cenchrus setaceus,Cenchrus setaceus
Ruppia maritima,Ruppia cirrhosa
Lepidium oblongum var. insulare,Lepidium oblongum
Microseris elegans,Microseris elegans
Sinapis arvensis,Sinapis arvensis
Glandularia aristigera,Glandularia aristigera
Spergularia macrotheca var. leucantha,Spergularia macrotheca var. leucantha
Cardionema ramosissimum,Cardionema ramosissimum
Psilocarphus brevissimus var. brevissimus,Psilocarphus brevissimus var. brevissimus
Claytonia parviflora subsp. parviflora,Claytonia parviflora subsp. parviflora
Pseudognaphalium,
Acmispon heermannii var. heermannii,Acmispon heermannii var. heermannii
Juncus bufonius var. congestus,Juncus bufonius var. congestus
Vitis vinifera,Vitis vinifera
Schinus terebinthifolius,Schinus terebinthifolius
Sonchus asper subsp. asper,Sonchus asper subsp. asper
Juncus mexicanus,Juncus mexicanus
Geranium,
Achillea millefolium var. lanulosa,Achillea millefolium
Castilleja exserta,Castilleja exserta
Sisyrinchium bellum,Sisyrinchium bellum
Lupinus arboreus,Lupinus arboreus
Vicia americana,Vicia americana
Callithamnion rupicolum,Callithamnion rupicolum
Centroceras clavulatum,Centroceras clavulatum
Cryptopleura violacea,Cryptopleura violacea
Gigartina,
Stenogramme interrupta,Stenogramme interrupta
Gracilaria,
Callithamnion pikeanum,Callithamnion pikeanum
Gigartina corymbifera,Gigartina corymbifera
Microcladia borealis,Microcladia borealis
Microcladia coulteri,Microcladia coulteri
Anisocladella pacifica,Anisocladella pacifica
Calliarthron,
Callophyllis violacea,Callophyllis violacea
Iridaea cordata,Iridaea cordata
Melobesia mediocris,Melobesia mediocris
Ahnfeltia plicata,Ahnfeltia plicata
Gigartina volans,Gigartina volans
Botryoglossum farlowianum,Botryoglossum farlowianum
Herposiphonia verticillata,Herposiphonia verticillata
Iridaea,
Iridaea heterocarpa,Iridaea heterocarpa
Sarcodiotheca gaudichaudii,Sarcodiotheca gaudichaudii
Cryptopleura lobulifera,Cryptopleura lobulifera
Polysiphonia,
Lithophyllum,
Iridaea flaccida,Iridaea flaccida
Gigartina agardhii,Gigartina agardhii
Microcladia,
Phycodrys setchellii,Phycodrys setchellii
Chondria nidifica,Chondria nidifica
Laurencia splendens,Laurencia splendens
Erysimum ammophilum,Erysimum ammophilum
Weeksia reticulata,Weeksia reticulata
Leptocladia binghamiae,Leptocladia binghamiae
Trentepohlia aurea,Trentepohlia aurea
Nemophila pedunculata,Nemophila pedunculata
Sidalcea malviflora,Sidalcea malviflora
Castilleja lanata,Castilleja lanata
Galium californicum,Galium californicum
Dudleya greenei,Dudleya greenei
Brodiaea jolonensis,Brodiaea jolonensis
Sagina apetala,Sagina apetala
Malacothrix incana,Malacothrix incana
Phacelia insularis,Phacelia insularis
Castilleja mollis,Castilleja mollis
Ranunculus californicus,Ranunculus californicus
Astragalus trichopodus,Astragalus trichopodus
Galium buxifolium,Galium buxifolium
Zantedeschia aethiopica,Zantedeschia aethiopica
Torilis nodosa,Torilis nodosa
Eriogonum grande var. rubescens,Eriogonum grande var. rubescens
Sidalcea malviflora subsp. malviflora,Sidalcea malviflora subsp. malviflora
Calystegia soldanella,Calystegia soldanella
Ranunculus californicus var. californicus,Ranunculus californicus var. californicus
Phacelia ramosissima,Phacelia ramosissima
Epilobium ciliatum subsp. ciliatum,Epilobium ciliatum subsp. ciliatum
Castilleja exserta subsp. exserta,Castilleja exserta subsp. exserta
Xanthium spinosum,Xanthium spinosum
Frangula californica subsp. californica,Frangula californica subsp. californica
Lomatium caruifolium,Lomatium caruifolium
Jaumea carnosa,Jaumea carnosa
Vicia americana subsp. americana,Vicia americana subsp. americana
Atriplex prostrata,Atriplex prostrata
Lemna,
Platystemon californicus var. ornithopus,Platystemon californicus 
Astragalus curtipes,Astragalus curtipes
Rubus ursinus,Rubus ursinus
Castilleja densiflora,Castilleja densiflora
Microseris douglasii subsp. tenella,Microseris douglasii subsp. tenella
Leymus pacificus,Leymus pacificus
Agoseris heterophylla var. heterophylla,Agoseris heterophylla var. heterophylla
Eriogonum grande var. dunklei,Eriogonum grande var. rubescens
Dichondra occidentalis,Dichondra occidentalis
Lupinus,
Nasturtium officinale,Nasturtium officinale
Berula erecta,Berula erecta
Galium californicum subsp. miguelense,Galium californicum subsp. miguelense
Poa douglasii,Poa douglasii
Agoseris grandiflora,Agoseris grandiflora
Carduus pycnocephalus,Carduus pycnocephalus
Dithyrea maritima,Dithyrea maritima
Phoenix,
Cakile,
Orthocarpus,
Baccharis glutinosa,Baccharis glutinosa
Cuscuta,
Camissoniopsis intermedia,Camissoniopsis intermedia
Isolepis cernua,Isolepis cernua
Phacelia insularis var. insularis,Phacelia insularis var. insularis
Erysimum insulare subsp. insulare,Erysimum insulare 
Senecio glomeratus,Senecio glomeratus
Vicia americana var. americana,Vicia americana subsp. americana
Plantago lanceolata,Plantago lanceolata
Deinandra increscens,Deinandra increscens
Silene laciniata subsp. californica,Silene laciniata subsp. californica
Juncus balticus,Juncus balticus
Cirsium vulgare,Cirsium vulgare
Plantago bigelovii subsp. californica,Plantago erecta
Cortaderia selloana,Cortaderia selloana
Juncus,
Cirsium occidentale var. compactum,Cirsium occidentale var. compactum
Pinus torreyana subsp. insularis,Pinus torreyana subsp. insularis
Phacelia divaricata var. insularis,Phacelia insularis var. insularis
Capsella,
Eschscholzia caespitosa,Eschscholzia caespitosa
Sagina decumbens subsp. occidentalis,Sagina decumbens subsp. occidentalis
Hornungia,
Corethrogyne filaginifolia var. californica,Corethrogyne filaginifolia var. californica
Gamochaeta coarctata,Gamochaeta coarctata
Stephanomeria exigua subsp. coronaria,Stephanomeria exigua subsp. coronaria
Cakile edentula,Cakile edentula
Clinopodium chandleri,Clinopodium chandleri
Eriogonum grande subsp. rubescens,Eriogonum grande var. rubescens
Franseria chamissonis subsp. bipinnatisecta,Ambrosia chamissonis
Koeleria macrantha,Koeleria macrantha
Chasmanthe floribunda,Chasmanthe floribunda
Abronia latifolia,Abronia latifolia
Conyza,
Phacelia insularis var. continentis,Phacelia insularis var. continentis
Sisyrinchium,
Dudleya candelabrum,Dudleya candelabrum
Carex praegracilis,Carex praegracilis
Solanum,
Trifolium tridentatum,Trifolium willdenovii
Galium angustifolium subsp. onycense,Galium angustifolium subsp. onycense
Rumex maritimus,Rumex fueginus
Layia platyglossa subsp. platyglossa,Layia platyglossa
Astragalus didymocarpus var. dispermus,Astragalus didymocarpus var. dispermus
Agoseris,
Limonium sinuatum,Limonium sinuatum
Phacelia ramosissima var. austrolitoralis,Phacelia ramosissima
Geranium carolinianum,Geranium carolinianum
Stachys ajugoides,Stachys ajugoides
Oligomeris,
Lupinus variicolor,Lupinus variicolor
Cakile edentula var. edentula,Cakile edentula subsp. edentula
Lotus scoparius var. veatchii,Acmispon dendroideus var. veatchii
Eriogonum gracillimum,Eriogonum gracillimum
Crassula connata var. subsimplex,Crassula connata
Vulpia octoflora var. hirtella,Festuca octoflora
Epilobium ciliatum,Epilobium ciliatum
Lupinus chamissonis,Lupinus chamissonis
Cryptantha clevelandii var. florosa,Cryptantha clevelandii var. florosa
Bolboschoenus maritimus subsp. paludosus,Bolboschoenus maritimus subsp. paludosus
Trifolium barbigerum,Trifolium barbigerum
Erigeron,
Galium,
Mangifera indica,Mangifera indica
Malacothrix indecora,Malacothrix indecora
Elymus triticoides,Elymus triticoides
Verbena,
Araucaria bidwillii,Araucaria bidwillii
Datura,
Sidalcea malviflora subsp. californica,Sidalcea malviflora subsp. californica
Nassella,
Cakile edentula subsp. edentula,Cakile edentula subsp. edentula
Abronia umbellata subsp. alba,Abronia umbellata var. umbellata
Frangula californica subsp. tomentella,Frangula californica subsp. tomentella
Washingtonia filifera,Washingtonia filifera
Orthocarpus purpurascens,Castilleja exserta subsp. exserta
Baccharis douglasii,Baccharis glutinosa
Bolboschoenus maritimus,Bolboschoenus fluviatilis
Platystemon,
Carex,
Rumex fueginus,Rumex fueginus
Malva nicaeensis,Malva nicaeensis
Elymus pacificus,Leymus pacificus
Vulpia,
Galium parisiense,Galium parisiense
Clinopodium douglasii,Clinopodium douglasii
Rumex maritimus subsp. fueginus,Rumex fueginus
Tillaea erecta,Crassula connata
Eschscholzia californica var. maritima,Eschscholzia californica subsp. maritima
Elymus repens,Elymus repens
Orobanche parishii subsp. brachyloba,Aphyllon parishii subsp. Brachylobum
Perideridia,
Juncus balticus subsp. ater,Juncus balticus subsp. ater
Lomatium utriculatum,Lomatium utriculatum
Erysimum suffrutescens,Erysimum suffrutescens
Marah,
Ranunculus californicus var. cuneatus,Ranunculus californicus var. cuneatus
Lotus scoparius var. scoparius,Acmispon glaber var. glaber
Monanthochloe littoralis,Distichlis littoralis
Cuscuta campestris,Cuscuta campestris
Trifolium flavulum,Trifolium fucatum
Agoseris heterophylla,Agoseris heterophylla
Cercocarpus betuloides var. blancheae,Cercocarpus betuloides var. blancheae
Zostera,
Lemna gibba,Lemna gibba
Hordeum maritimum subsp. gussoneanum,Hordeum marinum subsp. gussoneanum
Carpobrotus aequilaterus,Carpobrotus chilensis
Opuntia engelmannii var. littoralis,Opuntia littoralis
Distichlis spicata var. stolonifera,Distichlis spicata
Asparagus officinalis,Asparagus officinalis
Cynara cardunculus,Cynara cardunculus
Triticum aestivum,Triticum aestivum
Vitis labrusca,Vitis labrusca
Polysiphonia acuminata,Polysiphonia acuminata
Polysiphonia scopulorum,Polysiphonia scopulorum
Hymenena flabelligera,Hymenena flabelligera
Polysiphonia paniculata,Polysiphonia paniculata
Sarcodiotheca furcata,Sarcodiotheca furcata
Ulva,
Erythrocystis saccata,Erythrocystis saccata
Polysiphonia hendryi,Polysiphonia hendryi
Smithora naiadum,Smithora naiadum
Pogonophorella californica,Pogonophorella californica
Rhodoglossum californicum,Rhodoglossum californicum
Cladophoropsis fasciculatus,Cladophoropsis fasciculatus
Chondria,
Gigartina exasperata,Gigartina exasperata
Ulva taeniata,Ulva taeniata
Ulva intestinalis,Enteromorpha intestinalis
Besa papillaeformis,Besa papillaeformis
Myoporum sandwicense,Myoporum sandwicense
Ceramium pacificum,Ceramium pacificum
Chaetomorpha,
Gelidium,
Cryptopleura,
Lomatium insulare,Lomatium insulare
Astragalus traskiae,Astragalus traskiae
Trifolium albopurpureum,Trifolium albopurpureum
Malacothrix clevelandii,Malacothrix clevelandii
Malacothrix,
Cumagloia andersonii,Cumagloia andersonii
Abies concolor,Abies concolor
Loeflingia squarrosa,Loeflingia squarrosa
Lamium amplexicaule,Lamium amplexicaule
Taraxacum officinale,Taraxacum officinale
Dichondra micrantha,Dichondra micrantha
Arundo donax,Arundo donax
Helminthotheca echioides,Helminthotheca echioides
Schoenoplectus americanus,Schoenoplectus americanus
Eriogonum grande var. timorum,Eriogonum grande var. timorum
Malacothrix foliosa subsp. polycephala,Malacothrix foliosa subsp. polycephala
Phacelia cinerea,Phacelia distans
Camissonia cheiranthifolia subsp. suffruticosa,Camissoniopsis cheiranthifolia subsp. suffruticosa
Draba cuneifolia,Draba cuneifolia
Sonchus tenerrimus,Sonchus tenerrimus
Cercocarpus traskiae,Cercocarpus traskiae
Cynara scolymus,Cynara cardunculus subsp. cardunculus
Plantago major,Plantago major
Castilleja densiflora subsp. densiflora,Castilleja densiflora subsp. densiflora
Eriogonum grande subsp. timorum,Eriogonum grande var. timorum
Dudleya virens subsp. insularis,Dudleya virens subsp. insularis
Bromus mollis,Bromus hordeaceus
Centaurea solstitialis,Centaurea solstitialis
Convolvulus arvensis,Convolvulus arvensis
Salix exigua,Salix exigua
Leptospermum laevigatum,Leptospermum laevigatum
Bromus willdenowii,Bromus catharticus
Orthocarpus densiflorus,Castilleja densiflora subsp. densiflora
Soleirolia soleirolii,Soleirolia soleirolii
Sisymbrium altissimum,Sisymbrium altissimum
Lepidium nitidum var. nitidum,Lepidium nitidum
Lycium verrucosum,Lycium verrucosum
Rosmarinus officinalis,Rosmarinus officinalis
Horkelia rydbergii,Horkelia rydbergii
Drosanthemum floribundum,Drosanthemum floribundum
Lolium perenne subsp. multiflorum,Festuca perennis
Pinus,
Eriodictyon,
Stenotaphrum secundatum,Stenotaphrum secundatum
Camissoniopsis cheiranthifolia subsp. suffruticosa,Camissoniopsis cheiranthifolia subsp. suffruticosa
Trifolium microdon,Trifolium microdon
Eriogonum cinereum,Eriogonum cinereum
Spartium junceum,Spartium junceum
Amsinckia spectabilis var. nicolai,Amsinckia spectabilis
Calystegia malacophylla,Calystegia malacophylla
Eriogonum fasciculatum var. polifolium,Eriogonum fasciculatum var. polifolium
Lepidium nitidum var. howellii,Lepidium nitidum
Cryptantha muricata var. muricata,Cryptantha muricata var. muricata
Polygonum aviculare subsp. aviculare,Polygonum aviculare subsp. aviculare
Carpobrotus,
Delosperma litorale,Delosperma litorale
Suaeda californica var. pubescens,Suaeda taxifolia
Atriplex lentiformis subsp. lentiformis,Atriplex lentiformis
Rumex obtusifolius,Rumex obtusifolius
Cynara cardunculus subsp. flavescens,Cynara cardunculus subsp. flavescens
Atriplex subspicata,Atriplex dioica
Trifolium dichotomum,Trifolium dichotomum
Populus x parryi,Populus x parryi
Deschampsia,
Calendula officinalis,Calendula officinalis
Atriplex triangularis,Atriplex prostrata
Abronia neurophylla,Abronia umbellata var. umbellata
Asparagus officinalis subsp. officinalis,Asparagus officinalis subsp. officinalis
Allium peninsulare var. peninsulare,Allium peninsulare var. peninsulare
Schedonorus arundinaceus,Festuca arundinacea
Euphorbia terracina,Euphorbia terracina
Robinia pseudoacacia,Robinia pseudoacacia
Lolium rigidum,Festuca rigida
Euphorbia pulcherrima,Euphorbia pulcherrima
Claytonia parviflora,Claytonia parviflora
Gaillardia pulchella,Gaillardia pulchella
Calandrinia,
Calystegia,
Eriogonum fasciculatum subsp. polifolium,Eriogonum fasciculatum var. polifolium
Malacothrix polycephala,Malacothrix foliosa subsp. polycephala
Atriplex canescens,Atriplex canescens
Lasthenia californica subsp. macrantha,Lasthenia californica subsp. macrantha
Acanthomintha obovata,Acanthomintha obovata
Dichondra,
Melilotus alba,Melilotus albus
Myosurus,
Oxalis pilosa,Oxalis pilosa
Galium angustifolium subsp. angustifolium,Galium angustifolium subsp. angustifolium
Downingia,
Tamarix aphylla,Tamarix aphylla
Camissonia cheiranthifolia,Camissoniopsis cheiranthifolia
Vulpia octoflora var. octoflora,Festuca octoflora
Camissoniopsis,
Vicia sativa subsp. sativa,Vicia sativa subsp. sativa
Pelargonium peltatum,Pelargonium peltatum
Lycium,
Calyptridium,
Chenopodium ambrosioides,Dysphania ambrosioides
Lactuca saligna,Lactuca saligna
Trifolium amplectens var. truncatum,Trifolium depauperatum var. truncatum
Veronica peregrina,Veronica peregrina
Salix,
Navarretia,
Orthocarpus densiflorus var. densiflorus,Castilleja densiflora subsp. densiflora
Daucus,
Mentha spicata,Mentha spicata
Baccharis pilularis subsp. pilularis,Baccharis pilularis subsp. pilularis
Callitriche,
Dudleya virens subsp. hassei,Dudleya virens subsp. hassei
Populus fremontii subsp. fremontii,Populus fremontii subsp. fremontii
Castilleja,
